node,community,degree,global_closeness,global_core_num,betweenness,eigenvector,trussness,local_zscore,local_P,local_role,global_role
1464,c4,0.0064388311045071814,0.3174278751670466,21,3.225769181123332e-06,2.619239655357792e-06,27,-0.7633431867932052,0.2721893491124261,Local Peripheral,
1465,c10,0.02674591381872214,0.35461491174145954,70,0.022610739647316542,0.006147797869200812,98,-0.9527303279800446,0.23542524005486976,Local Peripheral,
1466,c3,0.00024764735017335313,0.31495203182279075,1,0.0,1.774621069210282e-06,2,-1.057619902917473,0.0,Local Ultra-Peripheral,Global Peripheral
1467,c3,0.03070827142149579,0.31847937534505877,70,5.2494956842301324e-05,5.79236019094175e-05,125,-0.8834041338635497,0.015998959417273584,Local Ultra-Peripheral,Global Core
1468,c2,0.007677067855373947,0.3156907200375264,23,0.0,2.251696124271507e-06,30,-0.9370546890697334,0.06243496357960443,Local Peripheral,
1469,c1,0.014115898959881128,0.31680527224227206,21,1.7167018913346038e-05,2.9572370784372484e-06,57,-0.9322525856209227,0.10095413973530332,Local Peripheral,
1470,c3,0.017582961862308073,0.3166810446239511,55,1.564045536218679e-05,3.0701436821480554e-05,72,-0.9590880335345164,0.027772267407260465,Local Ultra-Peripheral,
1471,c3,0.04185240217929668,0.3191338022603335,70,6.501183786976649e-05,7.603115513818537e-05,169,-0.8177162209415786,0.0,Local Ultra-Peripheral,Global Core
1472,c1,0.02228826151560178,0.3176276252654763,22,6.647152798967467e-05,3.733257389197727e-06,91,-0.8838877617875859,0.04345679012345682,Local Ultra-Peripheral,
1473,c1,0.01337295690936107,0.31863015860490806,24,4.634761942714296e-06,5.3171444665881175e-06,52,-0.963547471630729,0.5322359396433471,Local Peripheral,
1474,c1,0.0009905894006934125,0.31502574504602904,4,0.0,1.8153600707758763e-06,5,-1.0047998213709282,0.375,Local Peripheral,Global Peripheral
1475,c1,0.017830609212481426,0.31875592042942846,37,6.495341322081118e-05,3.6922647382869265e-06,73,-0.9151826477973921,0.1547067901234569,Local Peripheral,
1476,c3,0.0012382367508667657,0.3153948293368742,5,8.491975918282581e-06,1.8706996387589054e-06,6,-1.0533359085964749,0.31999999999999984,Local Peripheral,Global Peripheral
1477,c3,0.002228826151560178,0.315962441314554,8,1.0003620357843792e-06,2.517734948982601e-06,10,-1.0490519142754768,0.345679012345679,Local Peripheral,Global Peripheral
1478,c4,0.004210004952947003,0.3153455681374463,14,0.0,2.113192296454321e-06,17,-0.7755948948110638,0.11072664359861584,Local Peripheral,
1479,c1,0.020802377414561663,0.3175776641761699,37,1.4362576455888716e-05,3.8044663331352596e-06,85,-0.8938452255179787,0.06944444444444442,Local Peripheral,
1480,c3,0.02303120356612184,0.31775259678942397,64,0.00010215945857863625,3.7318193434442926e-05,94,-0.9291000732875296,0.04208579026477044,Local Ultra-Peripheral,
1481,c1,0.004210004952947003,0.3153455681374463,16,2.450119349775789e-06,2.147600318105279e-06,18,-0.9863073887287699,0.11072664359861584,Local Peripheral,
1482,c1,0.012134720158494303,0.3161355985281453,21,8.406138558460233e-06,2.8869452228223027e-06,50,-0.940787554532688,0.03998334027488548,Local Ultra-Peripheral,
1483,c3,0.0237741456166419,0.33493696084936964,67,0.0013696107873884837,7.928543224265107e-05,97,-0.9233880808595321,0.02061631944444442,Local Ultra-Peripheral,
1484,c3,0.005448241703813769,0.31546875,20,0.0,1.041355673491643e-05,23,-1.0276319426704863,0.0,Local Ultra-Peripheral,
1485,c3,0.011639425458147598,0.33443763458671527,40,6.846677327451783e-05,4.965416418706962e-05,48,-0.9933599881025014,0.041647804436396596,Local Ultra-Peripheral,
1486,c3,0.0012382367508667657,0.31537019681349576,5,0.0,2.1146267564881837e-06,6,-1.0533359085964749,0.31999999999999984,Local Peripheral,Global Peripheral
1487,c4,0.015601783060921248,0.3198669201520912,26,5.1068880036301434e-05,9.11779435420585e-06,64,-0.7245461114033196,0.5149911816578483,Local Peripheral,
1488,c3,0.033432392273402674,0.3182785528493734,70,3.282340523763733e-05,6.0219581886552316e-05,136,-0.8662681565795572,0.0,Local Ultra-Peripheral,Global Core
1489,c1,0.005448241703813769,0.31546875,22,7.236223376630493e-07,2.2849706113155206e-06,23,-0.979194914635632,0.08677685950413205,Local Peripheral,
1490,c4,0.002228826151560178,0.3171287206471374,9,0.0,2.1672814784337384e-06,10,-0.791930505501542,0.19753086419753085,Local Peripheral,Global Peripheral
1491,c3,0.03095591877166914,0.31802788060171694,70,1.585263923064547e-05,6.125807213482488e-05,126,-0.880548137649551,0.0,Local Ultra-Peripheral,Global Core
1492,c1,0.0032194155522535907,0.31695447409733124,12,7.705068824496725e-07,2.714397226007615e-06,14,-0.9962648524591627,0.46153846153846156,Local Peripheral,
1493,c2,0.0064388311045071814,0.3155673648015005,23,0.0,2.1716014310184466e-06,27,-0.9440715981514841,0.07396449704142016,Local Peripheral,
1494,c2,0.0064388311045071814,0.3352706741946197,16,3.35942141614497e-05,2.2521374992856002e-06,27,-0.9454749799678344,0.14497041420118328,Local Peripheral,
1495,c1,0.01659237246161466,0.31830364180986914,35,2.278946661380697e-05,3.4086302553864647e-06,68,-0.9166051426160197,0.05836489195811978,Local Peripheral,
1496,c1,0.01188707280832095,0.31658173265386125,21,0.0,2.975304407096444e-06,49,-0.9450550389885707,0.11892361111111116,Local Peripheral,
1497,c4,0.007181773155027241,0.31564136637223483,18,0.0,7.022587874926662e-06,30,-0.7796787974836834,0.5850178359096314,Local Peripheral,
1498,c3,0.0014858841010401188,0.3150749063670412,6,0.0,3.212965890581622e-06,7,-1.0504799123824762,0.0,Local Ultra-Peripheral,Global Peripheral
1499,c2,0.0029717682020802376,0.3152224824355972,9,0.0,1.9328476227805444e-06,10,-0.9651223253967365,0.2777777777777777,Local Peripheral,Global Peripheral
1500,c1,0.007181773155027241,0.31564136637223483,21,4.547586760356959e-06,2.401589861145902e-06,30,-0.9692374509052392,0.06658739595719365,Local Peripheral,
1501,c3,0.004457652303120356,0.31537019681349576,16,0.0,6.437979413595697e-06,19,-1.0333439350984837,0.0,Local Ultra-Peripheral,
1502,c1,0.01733531451213472,0.31665621079046424,35,1.6863581566716467e-05,3.4395439823039675e-06,71,-0.9109151633415093,0.028163265306122343,Local Ultra-Peripheral,
1503,c1,0.006934125804853888,0.315616695325934,22,2.7403704285542636e-06,2.4119765909525236e-06,29,-0.9706599457238667,0.06887755102040805,Local Peripheral,
1504,c1,0.014363546310054482,0.3163585083046067,21,1.0985990655280372e-05,3.0136986681544157e-06,59,-0.9279851011650401,0.03388822829964333,Local Ultra-Peripheral,
1505,c8,0.014611193660227836,0.34275528393175453,16,0.0031656957238884696,3.908895414242599e-06,34,-0.9887672533658953,0.5435219764435508,Local Peripheral,
1506,c4,0.001981178801386825,0.31690472453304036,8,0.0,2.0786577717331277e-06,9,-0.7939724568378518,0.21875,Local Peripheral,Global Peripheral
1507,c1,0.009162951956414065,0.31630894563684786,21,0.0,2.55805966357792e-06,38,-0.9578574923562188,0.0525931336742147,Local Peripheral,
1508,c1,0.008172362555720653,0.31745283018867926,33,1.5959942592105521e-06,2.9396948664731312e-06,34,-0.9663924612679841,0.16896235078053268,Local Peripheral,
1509,c3,0.03244180287270926,0.3367806505421184,70,0.0009442386385963797,8.986731706167241e-05,132,-0.8748361452215535,0.030184721170095075,Local Ultra-Peripheral,Global Core
1510,c1,0.0009905894006934125,0.31502574504602904,4,0.0,1.8587972396242666e-06,5,-1.0062223161895556,0.625,Local Connector,Global Peripheral
1511,c2,0.007429420505200594,0.33566084788029926,16,0.0003082665668993193,2.8391064949446735e-06,31,-0.942668216335134,0.24222222222222212,Local Peripheral,
1512,c4,0.008420009905894007,0.33582834331337325,26,2.891179448965978e-05,6.894699370444502e-06,35,-0.7408817220937978,0.05709342560553643,Local Peripheral,
1513,c3,0.012877662209014363,0.3345761869251802,41,0.00027124352778890785,4.792678734140154e-05,53,-0.9862199975675044,0.037721893491124314,Local Ultra-Peripheral,
1514,c4,0.00866765725606736,0.31893215385830503,26,3.3203211135290885e-05,3.2511571211828067e-06,36,-0.7408817220937978,0.1093877551020408,Local Peripheral,
1515,c1,0.017087667161961365,0.3186804514245127,35,4.447541142766292e-06,3.515762171803925e-06,70,-0.9166051426160197,0.11048099138836387,Local Peripheral,
1516,c3,0.03937592867756315,0.31888178156834873,70,2.015082125749011e-05,7.818443695476023e-05,160,-0.8319962020115723,0.0,Local Ultra-Peripheral,Global Core
1517,c3,0.008915304606240713,0.3158141717503519,36,8.237255735767194e-07,1.7216811509368753e-05,37,-1.007639969172495,0.0,Local Ultra-Peripheral,Global Spreader
1518,c3,0.003467062902426944,0.33493696084936964,12,0.0006944482970974764,3.4539251044731917e-06,15,-1.0447679199544788,0.4387755102040817,Local Peripheral,
1519,c3,0.008172362555720653,0.31660655480633526,27,3.639478238793489e-05,1.0588092049085196e-05,34,-1.0162079578144914,0.1707988980716254,Local Peripheral,
1520,c3,0.028974739970282316,0.317827626918536,70,7.055816602831036e-05,5.6445667773722914e-05,118,-0.8919721225055459,0.0,Local Ultra-Peripheral,Global Core
1521,c3,0.0014858841010401188,0.3150749063670412,6,0.0,3.084434996619514e-06,7,-1.0504799123824762,0.0,Local Ultra-Peripheral,Global Peripheral
1522,c3,0.03863298662704309,0.33694926568758343,70,0.0004860496557858072,0.00010003306727550514,157,-0.8391361925465691,0.025394477317554176,Local Ultra-Peripheral,Global Core
1523,c3,0.017087667161961365,0.334520752216055,50,0.00013107103882345307,5.6556599166578154e-05,70,-0.9648000259625139,0.0840159630329762,Local Peripheral,
1524,c3,0.010153541357107478,0.315937720053204,40,6.262822807043053e-07,2.0324903301648274e-05,42,-1.0004999786374982,0.0,Local Ultra-Peripheral,Global Spreader
1525,c1,0.014115898959881128,0.3163337250293772,22,0.0,3.7815935521251748e-06,58,-0.9336750804395503,0.13296398891966765,Local Peripheral,
1526,c4,0.005448241703813769,0.3163585083046067,20,2.519186075259118e-06,2.6636144159291957e-06,23,-0.7715109921384443,0.31404958677685935,Local Peripheral,
1527,c3,0.0029717682020802376,0.3155673648015005,10,1.5771859219964246e-05,3.90498430952375e-06,13,-1.0433399218474793,0.1527777777777779,Local Peripheral,
1528,c3,0.01733531451213472,0.3178026129387691,54,6.908527332880443e-05,2.916930490371329e-05,71,-0.9633720278555146,0.08326530612244887,Local Peripheral,
1529,c1,0.010401188707280832,0.3176276252654763,21,8.049433846040463e-06,3.3557857523445443e-06,43,-0.9592799871748463,0.29138321995464844,Local Peripheral,
1530,c3,0.026002971768202078,0.31752771880160413,70,2.3236996495380935e-05,5.407318735866378e-05,106,-0.9091080997895384,0.0,Local Ultra-Peripheral,
1531,c1,0.005448241703813769,0.31546875,15,0.0,2.708106534671159e-06,23,-0.9934198628219076,0.5991735537190083,Local Peripheral,
1532,c3,0.009658246656760773,0.31588828913400613,38,8.577590226955715e-06,1.8962128786703828e-05,40,-1.0033559748514969,0.0,Local Ultra-Peripheral,Global Spreader
1533,c2,0.00866765725606736,0.315962441314554,23,0.0,2.345295986260057e-06,34,-0.934247925437033,0.16163265306122454,Local Peripheral,
1534,c8,0.008172362555720653,0.36460496613995486,15,0.00540181673803836,4.772868928912632e-05,23,-0.9960127644190265,0.5013774104683195,Local Peripheral,
1535,c3,0.0158494304110946,0.31650728954381563,54,1.2208659722344461e-05,2.866128511591538e-05,65,-0.9676560221765126,0.0,Local Ultra-Peripheral,
1536,c1,0.020307082714214955,0.33779488037476996,22,0.0007498067904152565,7.949826311772717e-06,82,-0.9265626063464125,0.4387269482450923,Local Peripheral,
1537,c3,0.0047052996532937095,0.33507592730893704,12,0.00014733967304102357,4.473537134381267e-06,18,-1.0390559275264812,0.40997229916897515,Local Peripheral,
1538,c3,0.017830609212481426,0.31670588235294117,61,1.2027773268142459e-05,3.3206602717879254e-05,73,-0.9562320373205176,0.0,Local Ultra-Peripheral,
1539,c3,0.0195641406636949,0.31687985560699994,66,9.419258391822074e-06,4.0027104159134735e-05,80,-0.9476640486785214,0.02499599423169352,Local Ultra-Peripheral,
1540,c3,0.017087667161961365,0.33510373443983404,44,0.0005968923784020257,5.144081902302202e-05,69,-0.9833640013535058,0.3738710354967445,Local Peripheral,
1541,c1,0.008172362555720653,0.3157400891391039,21,4.438457551918104e-06,2.447478998243187e-06,34,-0.963547471630729,0.058769513314967714,Local Peripheral,
1542,c3,0.013620604259534423,0.3162841701261064,53,2.737999851968925e-06,2.6124544848338354e-05,56,-0.9819360032465063,0.03570247933884296,Local Ultra-Peripheral,Global Spreader
1543,c4,0.008172362555720653,0.3182033096926714,26,2.335087058746153e-06,3.1327744213731067e-06,34,-0.7449656247664173,0.11570247933884292,Local Peripheral,
1544,c3,0.003714710252600297,0.3157647794807632,11,0.0,3.9985606513333064e-06,16,-1.0390559275264812,0.12444444444444436,Local Peripheral,
1545,c4,0.010648836057454186,0.33694926568758343,22,0.00018926826338900934,6.934682927358989e-06,41,-0.7327139167485587,0.2455381287182261,Local Peripheral,
1546,c2,0.0007429420505200594,0.31500117013807627,3,0.0,1.8017851319090885e-06,4,-0.9763493799275377,0.4444444444444444,Local Peripheral,Global Peripheral
1547,c3,0.03021297672114908,0.3179527559055118,70,5.011872180704902e-06,5.952338708960342e-05,123,-0.8848321319705491,0.0,Local Ultra-Peripheral,Global Core
1548,c2,0.009410599306587419,0.3163337250293772,23,7.794114618489156e-06,2.41093907797113e-06,37,-0.9286343981716325,0.10110803324099737,Local Peripheral,
1549,c4,0.012134720158494303,0.33627581612258495,23,0.00018241775585912728,7.23932576244804e-06,50,-0.7449656247664173,0.5139525197834236,Local Peripheral,
1550,c1,0.009410599306587419,0.3158635794743429,34,0.0,2.698485633848301e-06,39,-0.9564349975375912,0.05124653739612173,Local Peripheral,
1551,c3,0.04234769687964338,0.3191842542091534,70,0.00012719003094290403,7.811699601554822e-05,172,-0.8148602247275798,0.0,Local Ultra-Peripheral,Global Core
1552,c3,0.001733531451213472,0.3160118954452966,7,1.961027165386839e-06,1.9630218873552282e-06,8,-1.0533359085964749,0.5714285714285714,Local Peripheral,Global Peripheral
1553,c2,0.009162951956414065,0.3355771628022937,21,0.0019287811632060128,9.408540296584794e-06,37,-0.9595087981313358,0.5609934258582907,Local Peripheral,
1554,c3,0.0396235760277365,0.3189069657242142,70,4.996032134472147e-05,7.531657835407577e-05,161,-0.830568203904573,0.0,Local Ultra-Peripheral,Global Core
1555,c2,0.00866765725606736,0.3359400998336107,16,0.000421962835503744,2.7684860086515317e-06,36,-0.9398614527024337,0.34775510204081617,Local Peripheral,
1556,c3,0.006191183754333828,0.31554270532155976,24,0.0,1.2346545420509157e-05,26,-1.0247759464564874,0.07679999999999998,Local Peripheral,
1557,c3,0.037394749876176324,0.3192094861660079,70,2.3911653757540818e-05,6.780062220937877e-05,152,-0.8448481849745666,0.013157317661506074,Local Ultra-Peripheral,Global Core
1558,c3,0.0004952947003467063,0.3149765990639626,2,0.0,1.8090788800682438e-06,3,-1.0561919048104738,0.0,Local Ultra-Peripheral,Global Peripheral
1559,c3,0.04606240713224368,0.31956315289648624,70,3.4232044913812016e-05,8.441802483481616e-05,187,-0.7948682512295886,0.010694878020580445,Local Ultra-Peripheral,Global Core
1560,c3,0.00024764735017335313,0.31495203182279075,1,0.0,1.774621069210282e-06,2,-1.057619902917473,0.0,Local Ultra-Peripheral,Global Peripheral
1561,c3,0.006191183754333828,0.3162841701261064,16,3.5745013917123144e-06,6.529765157550723e-06,26,-1.0319159369914843,0.4,Local Peripheral,
1562,c2,0.0024764735017335313,0.31517327505463627,9,0.0,3.4969502795179826e-06,11,-0.970735852662137,0.48,Local Peripheral,Global Peripheral
1563,c3,0.02773650321941555,0.3177025963808025,70,1.3157230493821576e-05,5.5423475479891694e-05,113,-0.8991121130405427,0.0,Local Ultra-Peripheral,Global Core
1564,c3,0.00396235760277365,0.3156660412757974,11,0.0,3.4613280695317303e-06,17,-1.037627929419482,0.1171875,Local Peripheral,
1565,c4,0.010896483407627538,0.3183287347260544,26,3.137812945900511e-06,3.825606165180304e-06,45,-0.7225041600670098,0.08677685950413205,Local Peripheral,
1566,c4,0.004952947003467063,0.31541946570848306,14,0.0,2.6378629258345797e-06,21,-0.7776368461473736,0.405,Local Peripheral,
1567,c2,0.008172362555720653,0.33546564758660796,16,0.0001964855220056317,2.7166468029546994e-06,34,-0.942668216335134,0.3544536271808999,Local Peripheral,
1568,c2,0.007181773155027241,0.31564136637223483,23,0.0,2.2246140316456395e-06,29,-0.9398614527024337,0.06658739595719365,Local Peripheral,
1569,c1,0.01188707280832095,0.31611085016439644,22,2.1382878687082537e-05,3.857887239475701e-06,49,-0.9450550389885707,0.1171875,Local Peripheral,
1570,c3,0.03070827142149579,0.3180028350921405,69,4.2464968657808145e-05,5.580061306040645e-05,125,-0.8834041338635497,0.015998959417273584,Local Ultra-Peripheral,
1571,c3,0.014858841010401188,0.3164080865068171,52,1.0646365628615452e-05,2.509678516034683e-05,61,-0.9733680146045102,0.0,Local Ultra-Peripheral,
1572,c3,0.010648836057454186,0.31598716644494873,41,2.235194352770463e-06,1.8295733558340194e-05,44,-0.9976439824234994,0.0,Local Ultra-Peripheral,Global Spreader
1573,c1,0.022040614165428428,0.3177275946179873,37,0.00010547094851717727,3.932697203218239e-06,90,-0.886732751424841,0.06564827673273566,Local Peripheral,
1574,c4,0.01659237246161466,0.3375125376128385,26,0.00013764575569079565,1.2106904425619948e-05,68,-0.6877909873497438,0.21563822677656497,Local Peripheral,
1575,c1,0.004952947003467063,0.31541946570848306,17,0.0,3.0929110017394577e-06,21,-0.989152378366025,0.4650000000000001,Local Peripheral,
1576,c1,0.016344725111441305,0.3169793547374205,37,3.904268983167061e-06,3.334439003682312e-06,67,-0.9180276374346472,0.059228650137740924,Local Peripheral,
1577,c10,0.04210004952947003,0.35718708536045995,70,0.04538314252895871,0.00716227449656823,160,-0.8966735708812091,0.14442906574394454,Local Peripheral,Global Hub
1578,c1,0.008915304606240713,0.316383295463449,33,1.559763584775503e-06,2.6738696278653928e-06,37,-0.9607024819934739,0.10648148148148151,Local Peripheral,
1579,c2,0.0012382367508667657,0.3150503237887181,5,0.0,1.9010002580445518e-06,6,-0.9735426162948374,0.31999999999999984,Local Peripheral,Global Peripheral
1580,c3,0.02055473006438831,0.3169793547374205,66,1.686026412141448e-05,3.9031076558308134e-05,84,-0.9405240581435246,0.0,Local Ultra-Peripheral,
1581,c3,0.00024764735017335313,0.31495203182279075,1,0.0,1.774621069210282e-06,2,-1.057619902917473,0.0,Local Ultra-Peripheral,Global Peripheral
1582,c1,0.010153541357107478,0.31765261170547515,35,9.268939074434104e-07,2.8014772208404525e-06,42,-0.9535900079003361,0.09399167162403332,Local Peripheral,Global Spreader
1583,c1,0.024021792966815253,0.31732809430255404,37,5.681434897353689e-06,4.0194128512636154e-06,96,-0.8725078032385654,0.02040599426081413,Local Ultra-Peripheral,
1584,c3,0.05225359088657751,0.3212921705919796,70,0.00026917150981978867,8.985238444397482e-05,212,-0.7863002625875924,0.1738954650614316,Local Peripheral,Global Core
1585,c3,0.004952947003467063,0.3157647794807632,11,0.0,4.105108182747199e-06,21,-1.0319159369914843,0.09500000000000008,Local Peripheral,
1586,c3,0.0007429420505200594,0.31500117013807627,3,0.0,1.7996600987863176e-06,4,-1.0547639067034744,0.0,Local Ultra-Peripheral,Global Peripheral
1587,c1,0.013125309559187715,0.3162346307463388,37,2.7799115254379597e-06,3.087603024500618e-06,54,-0.9350975752581778,0.03702385190459245,Local Ultra-Peripheral,Global Spreader
1588,c2,0.005695889053987122,0.3351871835311696,16,1.6572306229820022e-05,2.4850712229050197e-06,24,-0.952491889049585,0.3062381852551985,Local Peripheral,
1589,c3,0.050767706785537395,0.3200443845605136,70,8.08461615917882e-05,9.271249007486712e-05,206,-0.7663082890896012,0.0,Local Ultra-Peripheral,Global Core
1590,c3,0.021792966815255076,0.3355771628022937,61,0.0004016438812752384,6.670024522351918e-05,89,-0.9348120657155271,0.022469008264462742,Local Ultra-Peripheral,
1591,c1,0.02352649826646855,0.3172782273905869,37,2.9062254027118118e-05,4.001886455725952e-06,94,-0.876775287694448,0.04144044321329632,Local Ultra-Peripheral,
1592,c1,0.006191183754333828,0.31554270532155976,25,0.0,2.3595038468148925e-06,26,-0.9749274301797494,0.07679999999999998,Local Peripheral,
1593,c2,0.0079247152055473,0.33627581612258495,16,0.00027936691819070063,2.6660696309795114e-06,33,-0.9412648345187838,0.279296875,Local Peripheral,
1594,c3,0.00396235760277365,0.31546875,14,7.96462686480026e-06,5.385158845831583e-06,16,-1.0361999313124826,0.0,Local Ultra-Peripheral,
1595,c1,0.009658246656760773,0.31775259678942397,35,1.8553027283446384e-06,3.5086885918822778e-06,40,-0.9592799871748463,0.18934911242603547,Local Peripheral,Global Spreader
1596,c1,0.01906884596334819,0.3168301294625343,37,0.0,3.6039194154142996e-06,78,-0.902380194429744,0.05093607691010282,Local Peripheral,
1597,c3,0.02773650321941555,0.3177025963808025,70,2.394943118980812e-05,5.411769623617348e-05,113,-0.9005401111475422,0.017697704081632626,Local Ultra-Peripheral,Global Core
1598,c3,0.033680039623576026,0.3194114855244423,70,7.900533687253763e-05,5.988309461650657e-05,137,-0.8676961546865566,0.029087370242214416,Local Ultra-Peripheral,Global Core
1599,c4,0.0027241208519068845,0.3151978768246039,8,0.0,2.4100418977273638e-06,12,-0.7898885541652322,0.2975206611570247,Local Peripheral,Global Peripheral
1600,c3,0.028974739970282316,0.3183538315988647,70,4.388757358245117e-05,5.251496065523433e-05,118,-0.8948281187195447,0.03374972605741844,Local Ultra-Peripheral,Global Core
1601,c2,0.0079247152055473,0.3157154026583268,23,0.0,2.2710293703531225e-06,32,-0.9356513072533833,0.060546875,Local Peripheral,
1602,c4,0.0029717682020802376,0.3152224824355972,12,0.0,2.0718114338801795e-06,13,-0.7858046514926127,0.1527777777777779,Local Peripheral,
1603,c3,0.0359088657751362,0.3185296205726907,70,1.5326941495034365e-05,7.163206058513348e-05,146,-0.8519881755095635,0.0,Local Ultra-Peripheral,Global Core
1604,c3,0.03665180782565626,0.3197149643705463,70,7.676952352141931e-05,6.283300351640937e-05,149,-0.8591281660445603,0.10372534696859026,Local Peripheral,Global Core
1605,c3,0.02228826151560178,0.3171536286522149,67,9.137521481145273e-06,4.226692737739898e-05,91,-0.930528071394529,0.0,Local Ultra-Peripheral,
1606,c4,0.007677067855373947,0.31802788060171694,26,8.870905798950635e-07,2.9959439411732826e-06,32,-0.7470075761027271,0.06243496357960443,Local Peripheral,
1607,c2,0.0012382367508667657,0.3150503237887181,5,0.0,1.82831836454569e-06,6,-0.9749459981111875,0.56,Local Peripheral,Global Peripheral
1608,c3,0.028974739970282316,0.317827626918536,70,1.4568050239122275e-05,5.7247475059996965e-05,118,-0.8919721225055459,0.0,Local Ultra-Peripheral,Global Core
1609,c3,0.022783556215948488,0.3177275946179873,64,1.2585381993759433e-05,4.1010177197929644e-05,93,-0.9291000732875296,0.02150283553875254,Local Ultra-Peripheral,
1610,c3,0.04432887568103021,0.3193862216246144,70,7.913196254341025e-05,7.899114866251325e-05,180,-0.8034362398715849,0.0,Local Ultra-Peripheral,Global Core
1611,c1,0.017830609212481426,0.3184291459664064,37,0.00010556761796874703,3.771774876420771e-06,73,-0.9109151633415093,0.0806327160493826,Local Peripheral,
1612,c3,0.0470529965329371,0.32014588123364784,70,0.00012473023531080554,8.537410628516094e-05,191,-0.7877282606945918,0.0,Local Ultra-Peripheral,Global Core
1613,c3,0.04507181773155027,0.3194620253164557,70,0.00010457043855174941,8.274872001311623e-05,183,-0.7991522455505867,0.0,Local Ultra-Peripheral,Global Core
1614,c3,0.017582961862308073,0.3171536286522149,59,1.3110664361401067e-06,3.4379731370046066e-05,72,-0.957660035427517,0.0,Local Ultra-Peripheral,
1615,c2,0.005943536404160475,0.31551804969526487,16,3.5907312350215495e-06,2.5365279419634265e-06,25,-0.9468783617841845,0.07986111111111094,Local Peripheral,
1616,c4,0.012382367508667657,0.3196896524424036,26,9.125327331893409e-06,3.957271546394674e-06,51,-0.7082105007128414,0.039200000000000124,Local Ultra-Peripheral,
1617,c3,0.028974739970282316,0.33585627547201197,70,0.0007020258760275597,8.480546948650616e-05,118,-0.8934001206125453,0.016947914383811824,Local Ultra-Peripheral,Global Core
1618,c3,0.005943536404160475,0.3349647449191207,20,9.093495969785862e-05,8.139319929934273e-05,25,-1.0276319426704863,0.1527777777777779,Local Peripheral,
1619,c3,0.028231797919762255,0.31775259678942397,70,2.039440608086916e-06,5.147821825473458e-05,115,-0.896256116826544,0.0,Local Ultra-Peripheral,Global Core
1620,c3,0.0316988608221892,0.3196643445218493,67,0.00018235667694075267,4.9438191856756044e-05,129,-0.8976841149335434,0.2144775390625,Local Peripheral,
1621,c3,0.046805349182763745,0.3378796753409756,70,0.0010817209773162269,0.0001136630756870451,190,-0.7948682512295886,0.04171215811427453,Local Ultra-Peripheral,Global Core
1622,c3,0.043833580980683504,0.3198162521780453,70,0.00016969564631002965,7.835488621143647e-05,178,-0.807720234192583,0.011235596412269677,Local Ultra-Peripheral,Global Core
1623,c3,0.024764735017335313,0.3174029240685427,70,1.0079562745363927e-05,4.861674067077746e-05,101,-0.9162480903245352,0.0,Local Ultra-Peripheral,
1624,c1,0.00866765725606736,0.3157894736842105,21,5.482263792871322e-06,2.5027833466896258e-06,36,-0.9621249768121014,0.1093877551020408,Local Peripheral,
1625,c4,0.006191183754333828,0.3173031588873173,21,1.36972860382329e-06,2.615691034078577e-06,26,-0.7592592841205856,0.07679999999999998,Local Peripheral,
1626,c3,0.009162951956414065,0.3336362885235066,21,0.00023316913931217551,3.823752440628121e-05,36,-1.007639969172495,0.0525931336742147,Local Peripheral,
1627,c3,0.0007429420505200594,0.31500117013807627,3,0.0,1.800242427044542e-06,4,-1.0547639067034744,0.0,Local Ultra-Peripheral,Global Peripheral
1628,c1,0.020307082714214955,0.31752771880160413,37,9.930719646657407e-06,3.7047832272192442e-06,83,-0.8966902151552338,0.07108863771564555,Local Peripheral,
1629,c2,0.005448241703813769,0.31546875,20,0.0,2.1462974692979245e-06,23,-0.9510885072332349,0.1694214876033059,Local Peripheral,
1630,c1,0.01659237246161466,0.31857988165680473,22,4.567688163966633e-05,4.512481819702393e-06,68,-0.9208726270719023,0.1407885943417242,Local Peripheral,
1631,c4,0.002228826151560178,0.3170789163722026,9,0.0,2.145287838049277e-06,10,-0.791930505501542,0.19753086419753085,Local Peripheral,Global Peripheral
1632,c3,0.0195641406636949,0.31687985560699994,66,3.292969748321571e-05,3.9543034589942554e-05,80,-0.9476640486785214,0.02499599423169352,Local Ultra-Peripheral,
1633,c1,0.005695889053987122,0.31549339792171266,21,2.4281696825373694e-06,2.287794489549466e-06,24,-0.979194914635632,0.16257088846880918,Local Peripheral,
1634,c1,0.009410599306587419,0.3158635794743429,21,0.0,2.572208827553671e-06,39,-0.9564349975375912,0.05124653739612173,Local Peripheral,
1635,c1,0.008420009905894007,0.3157647794807632,30,0.0,2.5936500207087533e-06,35,-0.9621249768121014,0.05709342560553643,Local Peripheral,
1636,c1,0.01906884596334819,0.3168301294625343,37,8.720130741724265e-06,3.6431249137766987e-06,78,-0.902380194429744,0.05093607691010282,Local Peripheral,
1637,c3,0.02451708766716196,0.317852644836272,66,1.6136500499580876e-05,4.408609950570242e-05,100,-0.9205320846455334,0.03958779716355476,Local Ultra-Peripheral,
1638,c1,0.008420009905894007,0.3174777891343659,33,6.511765638684556e-07,2.674347136284647e-06,35,-0.963547471630729,0.11245674740484424,Local Peripheral,
1639,c3,0.019316493313521546,0.31732809430255404,58,1.8201125493111878e-05,3.555059508642061e-05,79,-0.9476640486785214,0.0,Local Ultra-Peripheral,
